,PB110_D1,PB122_E_S47_L005_R1_001,PB149_E,PB205_D1_GTGGCC_L004_R1,PB214_B6_CAACTA_L001_R1,PNIBD01_D_S22_L002_R1_001,PNIBD47_G,PNIBD51_D
hsa-mir-27b-3p_+_2,69.11319883,125.5146959,70.80277664,119.9622394,144.461238,93.62910136,0,19.92610241
hsa-mir-27b-3p_+_3,175.0867704,99.09054937,119.4796856,0,191.146882,77.0174866,0,37.19539117
hsa-mir-27b-3p_+_4,345.5659941,297.2716481,504.4697836,187.6332463,325.0377856,353.3743503,95.17621678,320.1460454
hsa-mir-27b-3p_+_5,0,46.24225637,23.60092555,0,135.652626,15.10146796,49.65715658,0
hsa-mir-27b-3p_+_6,0,0,0,0,36.99617072,0,0,15.94088193
hsa-mir-27b-5p,396.2490066,260.9384467,528.0707091,421.4058154,899.3592929,699.1979666,256.5619757,324.1312659
hsa-mir-27b-5p_-_1,0,0,28.02609909,0,16.73636294,33.22322952,0,0
hsa-mir-27b-5p_-_3,0,0,0,0,0,0,0,0
hsa-mir-27b-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-27b-5p_+_2,0,0,26.55104124,0,16.73636294,0,0,0
hsa-mir-27b-5p_+_5,0,0,0,0,0,0,0,14.6124751
hsa-mir-28-3p,32676.72041,26321.75293,46394.99445,23509.52297,61916.61514,84812.86437,67703.3949,54629.40237
hsa-mir-28-3p_-_1,0,0,60.47737171,0,41.40047676,25.67249553,91.0381204,34.53857751
hsa-mir-28-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-28-3p_+_1,1013.660249,980.9964388,1034.015551,1018.141058,1848.046813,1692.874558,2656.657877,892.689388
hsa-mir-28-3p_+_2,211.9471431,217.9992086,234.5341976,181.4813366,528.5167245,484.7571216,480.0191803,332.1017068
hsa-mir-28-3p_+_3,0,0,56.05219817,0,20.25980777,19.63190835,0,0
hsa-mir-28-3p_+_4,0,0,0,0,0,16.61161476,0,0
hsa-mir-28-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-28-5p,5197.312552,2236.143398,3444.260072,4829.249125,7418.61309,2778.670105,4903.644212,2647.514807
hsa-mir-28-5p_-_1,69.11319883,0,0,0,62.54114574,0,91.0381204,61.10671406
hsa-mir-28-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-2861_+_7,0,0,0,0,0,0,0,0
hsa-mir-296-3p,0,0,0,0,0,0,78.62383125,0
hsa-mir-296-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-296-3p_+_1,0,0,0,0,0,0,140.695277,0
hsa-mir-296-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-296-5p,0,0,0,0,0,0,0,0
hsa-mir-296-5p_-_1,0,0,41.30161971,0,0,0,0,0
hsa-mir-296-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-2964a-3p,0,0,0,0,0,0,0,0
hsa-mir-2964a-5p,0,0,0,0,0,0,0,0
hsa-mir-299-3p,69.11319883,95.78753106,17.70069416,76.89887142,66.06459057,131.3827713,0,35.86698434
hsa-mir-299-3p_-_1,0,0,0,0,16.73636294,0,0,0
hsa-mir-299-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-299-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-299-5p,0,0,0,0,0,0,0,0
hsa-mir-299-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-29a-3p,36362.75768,31296.09851,15896.69841,48064.87059,26567.65488,9899.012249,15054.39464,14647.01368
hsa-mir-29a-3p_-_1,2962.652456,2698.565961,1666.815367,3869.55121,3222.190297,1347.050942,1257.9813,2048.403328
hsa-mir-29a-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-29a-3p_+_1,0,39.63621975,19.17575201,64.595052,23.7832526,30.20293592,0,0
hsa-mir-29a-3p_+_2,59.89810565,39.63621975,0,0,22.9023914,0,53.79525296,0
hsa-mir-29a-3p_+_3,82.93583859,85.87847612,0,101.5065103,33.47272589,0,136.5571806,26.56813655
hsa-mir-29a-3p_+_4,248.8075158,92.48451275,0,289.1397566,109.2267897,0,70.34763849,0
hsa-mir-29a-3p_+_5,248.8075158,217.9992086,70.80277664,273.7599823,161.197601,37.7536699,202.7667227,143.4679374
hsa-mir-29a-3p_+_6,129.0113045,145.3328057,56.05219817,98.43055542,103.9416225,107.2204225,128.2809878,104.9441394
hsa-mir-29a-3p_+_7,0,36.33320144,19.17575201,73.82291657,35.2344483,0,0,55.79308675
hsa-mir-29a-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-29a-5p,55.29055906,0,0,113.8103297,36.11530951,16.61161476,91.0381204,0
hsa-mir-29a-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-29b-1-3p,511.4376713,670.5127174,283.2111066,805.9001725,346.1784546,191.7886431,132.4190842,305.5335703
hsa-mir-29b-1-3p_-_1,69.11319883,0,44.2517354,55.36718742,162.0784622,63.42616544,0,23.91132289
hsa-mir-29b-1-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-29b-1-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-29b-1-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-29b-1-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-29b-1-5p,0,0,0,0,9.689473283,0,0,0
hsa-mir-29b-1-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-29b-2-3p,511.4376713,670.5127174,283.2111066,805.9001725,350.5827606,191.7886431,132.4190842,330.7733
hsa-mir-29b-2-3p_-_1,69.11319883,0,44.2517354,55.36718742,162.0784622,63.42616544,0,23.91132289
hsa-mir-29b-2-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-29b-2-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-29b-2-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-29b-2-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-29b-2-5p,0,0,0,0,12.33205691,0,45.5190602,0
hsa-mir-29b-2-5p_-_1,0,0,0,0,0,0,45.5190602,0
hsa-mir-29c-3p,8026.346157,8505.272154,4206.864979,12485.30076,14004.81234,2697.122178,3000.119877,3797.915119
hsa-mir-29c-3p_-_1,0,0,0,0,44.04306038,0,0,0
hsa-mir-29c-3p_-_4,0,0,0,0,0,0,0,0
hsa-mir-29c-3p_-_7,0,0,0,0,0,0,0,0
hsa-mir-29c-3p_+_1,0,0,0,0,0,0,0,17.26928876
hsa-mir-29c-3p_+_2,55.29055906,0,17.70069416,0,98.65645525,0,0,0
hsa-mir-29c-3p_+_3,0,0,29.50115693,86.12673599,38.75789313,0,0,0
hsa-mir-29c-3p_+_4,55.29055906,36.33320144,0,49.21527771,82.80095351,0,0,0
hsa-mir-29c-3p_+_5,82.93583859,42.93923806,51.62702463,119.9622394,78.39664747,30.20293592,0,21.25450924
hsa-mir-29c-3p_+_6,0,92.48451275,0,49.21527771,45.80478279,31.71308272,0,29.2249502
hsa-mir-29c-3p_+_7,0,0,0,0,30.83014226,0,0,0
hsa-mir-29c-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-29c-5p,0,82.57545781,79.65312372,116.8862846,125.0822915,19.63190835,115.8666987,42.50901848
hsa-mir-29c-5p_+_1,0,0,0,39.98741314,21.14066898,0,0,0
hsa-mir-29c-5p_+_2,0,0,50.15196679,0,52.85167245,0,0,0
hsa-mir-29c-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-301a-3p,935.3319574,832.3606147,625.424527,947.3940959,970.7090507,567.8151954,947.6240714,507.4514081
hsa-mir-301a-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-301a-3p_+_1,0,0,0,0,11.4511957,0,0,0
hsa-mir-301a-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-301a-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-301a-5p,0,0,0,0,0,0,0,0
hsa-mir-301b,267.2377021,125.5146959,64.90254525,76.89887142,27.30669743,129.8726245,215.1810118,82.3612233
hsa-mir-301b_+_1,0,0,0,0,0,0,0,0
hsa-mir-301b_+_4,0,0,0,0,0,0,0,0
hsa-mir-301b_+_5,0,0,0,0,0,0,0,0
hsa-mir-301b_+_6,0,0,0,0,0,0,0,0
hsa-mir-3064-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3064-5p,0,0,0,0,0,0,74.48573487,0
hsa-mir-3064-5p_+_2,0,0,0,0,0,0,0,14.6124751
hsa-mir-3065-3p,0,0,0,0,13.21291811,0,0,0
hsa-mir-3065-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3065-5p,0,0,0,0,0,0,0,0
hsa-mir-3074-3p,0,0,0,0,0,0,0,0
hsa-mir-3074-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3074-5p,0,0,0,0,0,0,0,0
hsa-mir-3074-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3074-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-30a-3p,534.4754043,700.2398822,510.3700149,689.013888,3608.888367,894.0069033,794.5145053,1030.843698
hsa-mir-30a-3p_-_4,0,0,0,0,0,0,0,0
hsa-mir-30a-3p_+_1,230.3773294,280.7565566,207.9831564,326.0512148,1742.343469,178.1973219,227.595301,305.5335703
hsa-mir-30a-3p_+_2,0,0,0,0,9.689473283,0,0,0
hsa-mir-30a-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-30a-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-30a-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-30a-5p,35570.25966,50186.06024,26579.06734,35047.42964,214080.9844,44877.03234,33597.20452,52120.04187
hsa-mir-30a-5p_-_1,0,72.66640287,129.8050905,0,28.18755864,105.7102757,227.595301,138.15431
hsa-mir-30a-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-30a-5p_+_1,391.64146,528.48293,287.6362801,252.2282983,3391.315649,588.9572505,397.2572526,682.8011093
hsa-mir-30a-5p_+_2,129.0113045,132.1207325,101.7789914,76.89887142,539.087059,151.0146796,331.0477105,103.6157325
hsa-mir-30a-5p_+_3,0,0,0,0,70.46889661,0,0,0
hsa-mir-30a-5p_+_4,0,0,0,0,59.01770091,0,0,0
hsa-mir-30a-5p_+_5,0,0,0,0,125.0822915,24.16234874,0,0
hsa-mir-30a-5p_+_6,0,0,0,0,34.3535871,0,0,0
hsa-mir-30a-5p_+_7,0,46.24225637,0,0,56.37511728,0,0,0
hsa-mir-30a-5p_+_8,0,0,0,0,32.59186468,0,0,0
hsa-mir-30b-3p,0,0,0,0,10.57033449,0,0,19.92610241
hsa-mir-30b-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-30b-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-30b-5p,6570.361435,4571.377344,2575.451,4263.273432,10740.3407,2691.081591,7531.335415,2590.393313
hsa-mir-30b-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_1,0,0,0,0,0,22.65220194,0,0
hsa-mir-30b-5p_+_2,0,0,0,0,19.37894657,30.20293592,0,0
hsa-mir-30b-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-30c-1-3p,170.4792238,79.2724395,126.8549748,61.51909714,363.7956787,326.191708,488.295373,277.6370269
hsa-mir-30c-1-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_-_7,0,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-30c-1-5p,6132.644509,3306.321331,3858.751327,3937.222217,9869.16897,4331.101011,8342.402305,4304.038121
hsa-mir-30c-1-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-30c-1-5p_+_2,0,0,0,0,19.37894657,0,0,0
hsa-mir-30c-1-5p_+_4,0,0,0,0,10.57033449,0,0,0
hsa-mir-30c-1-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-30c-1-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-30c-1-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-30c-2-3p,267.2377021,135.4237508,216.8335035,187.6332463,892.3124033,268.8061297,281.390554,346.7141819
hsa-mir-30c-2-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-30c-2-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-30c-2-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-30c-2-5p,6132.644509,3306.321331,3858.751327,3937.222217,9866.526386,4331.101011,8342.402305,4304.038121
hsa-mir-30c-2-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-30c-2-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-30c-2-5p_+_2,0,0,0,0,19.37894657,0,0,0
hsa-mir-30c-2-5p_+_4,0,0,0,0,10.57033449,0,0,0
hsa-mir-30c-2-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-30c-2-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-30c-2-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-30d-3p,221.1622362,135.4237508,354.0138832,276.8359371,334.7272589,240.1133406,686.9239994,207.2314651
hsa-mir-30d-3p_+_1,92.15093177,66.06036625,0,98.43055542,86.32439834,54.36528466,194.4905299,61.10671406
hsa-mir-30d-3p_+_2,0,0,17.70069416,0,0,0,0,0
hsa-mir-30d-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-30d-5p,39878.31572,38242.34602,53164.03491,40737.94613,56924.77468,64806.43961,38794.65358,50058.35448
hsa-mir-30d-5p_-_1,0,0,73.75289233,0,0,33.22322952,0,29.2249502
hsa-mir-30d-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-30d-5p_+_1,0,135.4237508,22.1258677,0,60.77942332,55.87543146,0,112.9145803
hsa-mir-30d-5p_+_2,211.9471431,214.6961903,113.5794542,83.05078114,179.6956863,167.6262944,148.9714697,207.2314651
hsa-mir-30d-5p_+_3,0,0,0,0,12.33205691,19.63190835,0,0
hsa-mir-30d-5p_+_4,0,0,0,36.91145828,12.33205691,0,0,0
hsa-mir-30d-5p_+_5,0,0,0,0,36.11530951,0,0,0
hsa-mir-30d-5p_+_6,0,0,19.17575201,36.91145828,42.28133796,0,0,14.6124751
hsa-mir-30d-5p_+_7,0,0,56.05219817,33.83550343,33.47272589,36.24352311,0,0
hsa-mir-30d-5p_+_8,0,0,0,0,0,0,57.93334934,0
hsa-mir-30e-3p,1769.29789,2236.143398,2439.745678,1931.69965,3135.865899,2873.809353,2482.857829,2144.048619
hsa-mir-30e-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_-_4,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_-_5,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_-_7,0,0,0,0,0,0,0,15.94088193
hsa-mir-30e-3p_+_1,0,52.848293,25.07598339,113.8103297,94.25214921,117.7914501,0,63.76352771
hsa-mir-30e-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-30e-5p,49830.61635,48068.8255,52979.65268,52386.58717,45308.85793,37909.21502,58669.9305,37677.60284
hsa-mir-30e-5p_-_1,0,0,23.60092555,0,0,39.2638167,49.65715658,26.56813655
hsa-mir-30e-5p_+_1,2847.463792,2153.56794,2755.408058,2805.27083,4541.720386,1916.376284,3687.043876,2268.918861
hsa-mir-30e-5p_+_2,281.0603419,277.4535382,370.2395195,184.5572914,231.6664976,167.6262944,260.700072,166.0508534
hsa-mir-30e-5p_+_3,0,0,0,0,0,0,66.20954211,33.21017068
hsa-mir-30e-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-30e-5p_+_5,0,0,0,0,33.47272589,0,0,0
hsa-mir-30e-5p_+_6,0,0,0,0,35.2344483,21.14205515,0,26.56813655
hsa-mir-30e-5p_+_7,0,0,35.40138832,58.44314228,33.47272589,0,91.0381204,0
hsa-mir-30e-5p_+_8,0,0,0,0,0,0,66.20954211,0
hsa-mir-31-3p,0,0,29.50115693,0,0,0,0,0
hsa-mir-31-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-31-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-31-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-31-5p,5625.814384,3355.866605,8003.663876,3506.588537,801.5836989,303.539506,5052.615682,617.7091747
hsa-mir-31-5p_-_1,0,0,26.55104124,0,0,0,0,0
hsa-mir-31-5p_+_1,0,0,25.07598339,0,0,0,0,0
hsa-mir-31-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-31-5p_+_3,0,0,17.70069416,0,0,0,0,18.59769558
hsa-mir-31-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-31-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-31-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-3116-1,0,0,0,0,0,0,0,0
hsa-mir-3116-2,0,0,0,0,0,0,0,0
hsa-mir-3117-3p,0,52.848293,42.77667755,89.20269085,23.7832526,0,0,0
hsa-mir-3117-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3124-5p,0,0,0,0,0,0,0,0
hsa-mir-3125,0,0,0,0,0,0,0,0
hsa-mir-3126-5p,0,0,0,0,0,34.73337631,0,0
hsa-mir-3127-3p,0,0,0,0,0,0,0,0
hsa-mir-3127-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3127-5p,0,0,30.97621478,0,13.21291811,24.16234874,0,26.56813655
hsa-mir-3127-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3127-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3128,0,0,0,0,0,0,0,15.94088193
hsa-mir-3128_+_2,0,0,0,0,0,0,0,0
hsa-mir-3129-3p,0,0,0,0,0,0,0,0
hsa-mir-3129-3p_+_1,0,0,0,0,0,42.28411029,0,0
hsa-mir-3129-3p_+_3,0,0,19.17575201,0,0,0,0,0
hsa-mir-3129-5p,0,0,0,0,0,0,0,0
hsa-mir-3129-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-3130-1-3p,0,0,0,0,0,0,0,0
hsa-mir-3130-1-5p,0,0,0,0,0,0,0,0
hsa-mir-3130-2-3p,0,0,0,0,0,0,0,0
hsa-mir-3130-2-5p,0,0,0,0,0,0,0,0
hsa-mir-3131,0,0,0,0,0,0,0,0
hsa-mir-3136-5p,0,0,0,0,0,0,0,0
hsa-mir-3138,0,0,0,0,0,0,0,0
hsa-mir-3138_+_5,0,0,0,0,0,0,0,0
hsa-mir-3140-3p,0,0,0,0,0,0,0,0
hsa-mir-3143,0,0,0,0,0,0,57.93334934,0
hsa-mir-3143_-_1,0,0,0,0,0,0,0,0
hsa-mir-3143_-_2,0,0,0,0,0,0,0,0
hsa-mir-3144-5p,0,0,0,0,0,0,0,0
hsa-mir-3144-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3145-3p,0,0,39.82656186,0,0,0,0,0
hsa-mir-3145-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-3145-5p,0,0,0,0,0,0,0,0
hsa-mir-3150a-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-3150a-3p_+_5,0,0,0,0,0,21.14205515,0,0
hsa-mir-3150a-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-3150a-5p,0,0,0,0,0,0,0,0
hsa-mir-3150a-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3150a-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3150b-3p,0,62.75734794,0,0,0,0,405.5334454,0
hsa-mir-3150b-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3150b-3p_+_1,0,0,0,0,0,0,82.76192763,27.89654337
hsa-mir-3150b-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-3150b-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-3150b-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-3150b-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-3150b-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3152-5p,0,0,0,0,0,22.65220194,0,17.26928876
hsa-mir-3152-5p_-_2,0,0,16.22563631,0,0,0,0,0
hsa-mir-3152-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3154,0,0,0,0,0,0,0,0
hsa-mir-3155a,0,0,0,0,0,0,0,0
hsa-mir-3157-3p,0,0,0,0,0,0,0,0
hsa-mir-3157-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3157-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3157-5p,0,0,0,0,0,0,0,0
hsa-mir-3158-1-3p,0,0,23.60092555,43.063368,27.30669743,0,0,0
hsa-mir-3158-1-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3158-2-3p,0,0,23.60092555,43.063368,27.30669743,0,0,0
hsa-mir-3158-2-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3159,0,0,0,0,0,0,0,0
hsa-mir-3159_+_3,0,0,0,0,0,0,0,0
hsa-mir-3160-1-3p,0,0,0,0,0,0,0,0
hsa-mir-3160-1-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3160-2-3p,0,0,0,0,0,0,0,0
hsa-mir-3160-2-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3161,0,0,0,0,0,0,0,0
hsa-mir-3163,0,0,0,0,0,0,0,0
hsa-mir-3168,0,0,0,0,0,0,0,0
hsa-mir-3168_+_1,0,0,0,0,0,0,0,0
hsa-mir-3168_+_2,0,0,0,0,0,0,0,0
hsa-mir-3173-3p,0,0,0,0,0,0,0,0
hsa-mir-3173-5p,0,0,0,0,0,0,0,87.67485061
hsa-mir-3173-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3173-5p_+_2,0,0,0,0,0,31.71308272,0,0
hsa-mir-3174,55.29055906,0,0,0,0,0,0,0
hsa-mir-3175,0,0,0,0,0,0,0,0
hsa-mir-3176,0,0,44.2517354,0,0,0,0,43.8374253
hsa-mir-3177-3p,0,0,0,0,0,0,0,0
hsa-mir-3178,0,0,0,0,0,0,0,0
hsa-mir-3178_-_1,0,0,0,0,0,0,0,0
hsa-mir-3181,0,0,0,0,0,0,0,0
hsa-mir-3182,234.984876,264.241465,61.95242956,89.20269085,46.685644,51.34499107,70.34763849,0
hsa-mir-3183,0,0,0,0,0,0,0,0
hsa-mir-3183_+_3,0,0,0,0,0,0,0,0
hsa-mir-3188,0,0,0,0,0,0,0,0
hsa-mir-3188_+_2,0,0,0,0,0,0,0,0
hsa-mir-3190-3p_+_1,0,0,19.17575201,0,0,0,0,0
hsa-mir-3192,0,0,0,0,0,0,0,0
hsa-mir-3193,0,0,0,0,0,0,0,0
hsa-mir-3194-3p,0,0,0,0,0,0,0,0
hsa-mir-3194-5p,0,0,0,0,0,0,0,0
hsa-mir-3195,0,0,0,0,0,0,0,0
hsa-mir-3195_-_4,0,0,0,0,0,0,0,0
hsa-mir-3195_+_1,0,0,0,0,0,0,0,0
hsa-mir-3196,0,0,0,0,0,27.18264233,0,0
hsa-mir-3196_-_1,0,0,0,0,0,0,0,0
hsa-mir-3196_-_2,0,0,0,0,0,22.65220194,0,0
hsa-mir-3196_-_3,0,0,0,0,0,0,0,0
hsa-mir-3196_-_4,0,0,0,0,0,0,0,0
hsa-mir-3196_+_1,0,0,0,0,0,0,0,0
hsa-mir-3196_+_2,0,0,0,0,0,0,0,0
hsa-mir-3199-1_+_6,0,0,0,0,0,0,0,0
hsa-mir-3199-2_-_6,0,0,0,0,0,0,0,0
hsa-mir-3199-2_+_6,0,0,0,0,0,0,0,0
hsa-mir-32-3p,0,0,19.17575201,0,0,37.7536699,0,0
hsa-mir-32-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-32-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-32-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-32-5p,1520.490374,713.4519555,600.3485436,1088.888019,460.6904116,197.8292303,906.2431076,762.5055189
hsa-mir-32-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-32-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-32-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-32-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-32-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-3200-3p,0,0,0,0,20.25980777,16.61161476,0,0
hsa-mir-3200-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-3200-5p,0,0,0,0,0,0,0,0
hsa-mir-3202-1_-_2,0,0,0,0,0,0,0,0
hsa-mir-3202-1_+_2,0,0,0,0,0,0,0,0
hsa-mir-3202-1_+_3,0,0,0,0,0,0,0,0
hsa-mir-3202-1_+_4,0,0,0,0,0,0,0,0
hsa-mir-3202-2_-_2,0,0,0,0,0,0,0,0
hsa-mir-3202-2_+_3,0,0,0,0,0,0,0,0
hsa-mir-3202-2_+_4,0,0,0,0,0,0,0,0
hsa-mir-320a,4243.550408,5086.648201,6559.582244,6087.314662,4938.10793,6748.846032,20020.11029,7265.056939
hsa-mir-320a_-_1,101.3660249,42.93923806,169.6316524,64.595052,127.7248751,63.42616544,194.4905299,224.5007538
hsa-mir-320a_-_5,0,0,0,0,0,0,0,0
hsa-mir-320a_+_1,271.8452487,353.4229594,472.0185109,393.7222217,185.8617148,581.4065165,827.6192763,466.2707964
hsa-mir-320a_+_2,50.68301247,52.848293,16.22563631,86.12673599,49.32822762,135.9132117,244.1476865,73.06237551
hsa-mir-320a_+_3,0,0,0,0,0,0,0,0
hsa-mir-320a_+_4,0,0,0,0,0,0,0,0
hsa-mir-320a_+_5,50.68301247,0,0,0,12.33205691,0,0,0
hsa-mir-320a_+_6,0,0,0,0,0,0,0,0
hsa-mir-320a_+_7,0,0,0,0,0,0,0,0
hsa-mir-320a_+_8,0,0,35.40138832,0,0,0,0,0
hsa-mir-320b-1,308.7056214,287.3625932,393.8404451,489.0768223,307.4205614,480.2266812,1733.862384,619.0375816
hsa-mir-320b-1_-_1,0,0,17.70069416,0,29.94928106,0,41.38096382,26.56813655
hsa-mir-320b-1_+_1,0,0,0,39.98741314,15.85550174,33.22322952,62.07144572,0
hsa-mir-320b-1_+_2,0,0,0,0,0,0,0,0
hsa-mir-320b-2,322.5282612,277.4535382,393.8404451,482.9249125,315.3483123,511.9397639,1733.862384,630.993243
hsa-mir-320b-2_-_1,0,0,17.70069416,0,29.94928106,0,41.38096382,26.56813655
hsa-mir-320b-2_+_1,0,0,0,39.98741314,15.85550174,33.22322952,62.07144572,0
hsa-mir-320b-2_+_2,0,0,0,0,0,0,0,0
hsa-mir-320c-1,0,49.54527469,38.35150401,43.063368,62.54114574,105.7102757,260.700072,217.8587197
hsa-mir-320c-1_-_1,0,0,0,0,0,0,0,0
hsa-mir-320c-1_+_1,0,0,0,0,0,0,0,0
hsa-mir-320c-1_+_2,0,0,0,0,0,0,0,0
hsa-mir-320c-2,0,0,50.15196679,58.44314228,70.46889661,132.8929181,219.3191082,201.9178378
hsa-mir-320c-2_-_1,0,0,0,0,0,0,0,0
hsa-mir-320c-2_+_1,0,0,0,0,0,0,0,21.25450924
hsa-mir-320d-1,0,36.33320144,39.82656186,46.13932285,63.42200694,108.7305693,124.1428914,152.7667851
