ens,gene,MS1c,MS2c,MS3c,MS4c,MS5c,MS6c
ENSMUSG00000000183,Fgf6,0,0,0,0,0,0
ENSMUSG00000000184,Ccnd2,1666.6330201277206,1917.1852738907442,2640.8156196593004,1863.8187656480613,2141.202469815071,2007.7495081700283
ENSMUSG00000000194,Gpr107,599.8896985612291,644.868971500043,763.9326602141267,601.0850769135634,529.4919992152809,600.0341202703255
ENSMUSG00000000197,Nalcn,0,0,0,0,0,0
ENSMUSG00000000202,Btbd17,10.038945458080319,6.45335578647196,0.44030953676937407,0.878408881353,1.6192074264818415,0
ENSMUSG00000000204,Slfn4,67.48726505394941,40.48571061320512,42.37952822778718,38.30093046023427,45.40454497959327,31.024028717596693
ENSMUSG00000000214,Th,1.0658301551923253,0,1.233513320492415,0,0,0
ENSMUSG00000000215,Ins2,0,0,0,0,0,0
ENSMUSG00000000216,Scnn1g,0,0,0,0,0,0
ENSMUSG00000000223,Drp2,0,0,0.7223403353382276,0,0,0
ENSMUSG00000000244,Tspan32,1.8672924818447332,5.699994070920509,3.954338324398304,8.137507501417748,3.2014738127523676,9.338949447956699
ENSMUSG00000000247,Lhx2,0,0,0,0,0,0
ENSMUSG00000000248,Clec2g,0,0,0,0,0,0
ENSMUSG00000000253,Gmpr,3.6254486123218705,12.859175880034787,2.154589548171084,4.303587077475778,2.6428075633500283,6.239246101548955
ENSMUSG00000000263,Glra1,0,0,0,0,0,0
ENSMUSG00000000266,Mid2,65.58803462052288,41.10314120850959,38.69965276335392,16.57148884634859,24.993951600791352,31.10916787740685
ENSMUSG00000000275,Trim25,554.3073641947503,675.6891231501367,557.4908277061033,423.6999621544756,447.3406189090271,678.2344926606737
ENSMUSG00000000276,Dgke,46.21182493767593,41.876119386046405,34.5481765249836,39.59237641907765,46.239068736295096,34.803971812131344
ENSMUSG00000000278,Scpep1,159.6978194659396,126.37483735502907,165.44699068966122,90.18835737869674,98.63099941822644,131.89981103837698
ENSMUSG00000000282,Mnt,392.5700135894251,182.53198326998344,218.21120784527773,454.71271468467705,383.7186849798929,280.8846597364975
ENSMUSG00000000290,Itgb2,89.52205852003237,176.9621320397412,126.12554994826954,81.70091119287142,115.09365905530497,130.71485519971134
ENSMUSG00000000295,Hddc2,19.523143714363602,20.62687401747822,18.428296338160315,17.27319725302853,31.065154065841057,21.01623022800248
ENSMUSG00000000296,Tpd52l1,0,0.5850919715960589,2.155284098257885,0,0,1.0434059289857824
ENSMUSG00000000301,Pemt,0,3.8859743324966374,1.1999215718671048,4.848403922011558,5.32440550616754,2.629116291089921
ENSMUSG00000000303,Cdh1,2072.873809694911,3005.0914435646328,3182.826417364404,1928.5496215172338,2287.678421559085,2595.937360332338
ENSMUSG00000000305,Cdh4,5.460233754757571,0,0,0,0,0
ENSMUSG00000000308,Ckmt1,10540.067657170854,12351.674835581456,11376.023370906076,12112.306233848443,8548.181971936858,12145.977273090333
ENSMUSG00000000317,Bcl6b,0,2.9284683528266005,7.926401668030562,7.142478560082446,1.7607141840454261,0
ENSMUSG00000000318,Clec10a,1.3853154862239765,3.8571964250206645,2.3621553197469973,0,1.3471808434433827,3.469568866603164
ENSMUSG00000000320,Alox12,0,0,0.7223403353382278,0,0,0
ENSMUSG00000000325,Arvcf,75.19986842105601,56.39437356566683,54.5034709356944,86.871662305834107,72.40502245993329,71.77427927283294
ENSMUSG00000000326,Comt,214.490987645731,348.87842100827,285.96655075386775,312.0767636057322,267.42292385963407,293.39883391257524
ENSMUSG00000000339,Rtca,76.04312758321731,112.54822308102334,111.2457380447637,93.91816524818914,104.29115989387168,99.19552684285163
ENSMUSG00000000340,Dbt,53.67586957855012,58.49866748376513,35.56648828708003,19.432368132118356,19.154509964338533,14.939898879594871
ENSMUSG00000000346,Dazap2,230.35888770718336,397.67746254678383,342.1627016461599,232.12613964835776,254.54198525512993,290.96341195884304
ENSMUSG00000000355,Mcts1,7.747755586336392,19.977776980028935,26.621169547425467,14.759221475436433,10.346551104870352,20.633639163621446
ENSMUSG00000000359,Rem1,0,0,0,0,0.8798331683394031,0
ENSMUSG00000000365,Rnf17,0,0,0.7213166764818831,0,0,1.0366548469749575
ENSMUSG00000000374,Trappc10,641.7556288916844,784.0283286084638,695.9289188820998,657.7591861408672,675.0716747818971,686.1661312629685
ENSMUSG00000000378,Ccm2,74.37704056584802,64.1214044507548,52.11274332408139,67.31372815077162,81.2466866876109,102.93602479420319
ENSMUSG00000000381,Wap,0,1.7504847320463357,0.7153647117546106,0,3.534146481771008,1.0463377620512126
ENSMUSG00000000384,Tbrg4,559.1052281715117,392.06559637259954,350.4483497114626,527.9186766424895,531.6733062563299,431.89342894136064
ENSMUSG00000000385,Tmprss2,850.2028715875136,768.3094542235576,754.278577119476,818.6732364061952,894.4311898849063,921.1696473333644
ENSMUSG00000000386,Mx1,24.822871920154682,39.2856614326714,50.56021267124819,26.18377908871544,13.397952476332026,8.509435556888077
ENSMUSG00000000392,Fap,2.4487667663401216,3.7087981365475318,6.003477937092781,7.283076673941793,2.4139900588201315,4.2249456475673295
ENSMUSG00000000394,Gcg,32.46580826769518,46.78709214259793,44.387986089306324,0,0,0
ENSMUSG00000000399,Ndufa9,346.3856830940892,621.7317122153062,676.7219097650861,415.2896603158013,400.8191026084574,559.8316743509312
ENSMUSG00000000402,Egfl6,0,0,0,0,0.8798331683394031,0
ENSMUSG00000000409,Lck,77.21009438940163,404.32944163624535,267.7432552607384,160.5683124649744,168.82187466336225,168.3231342225842
ENSMUSG00000000411,Tssk3,0,1.754302805302807,0,0,0.8825058248248343,0
ENSMUSG00000000416,Cttnbp2,20.001884780887146,21.047996654151056,27.609308847358687,29.410173870480968,9.969630560607305,9.39875169962667
ENSMUSG00000000420,Galnt1,566.1162441860182,563.36267622179,623.8679625573676,554.4456826419394,533.2337408002753,531.6091346179849
ENSMUSG00000000435,Myf5,0,0,0,0,0,0
ENSMUSG00000000439,Mkrn2,51.01543608717968,56.74343279226652,73.36060432185519,64.640382681045807,69.69378340383903,45.810095296681425
ENSMUSG00000000440,Pparg,33.347446085959795,36.93947891732133,37.865101052415746,45.68388678482903,36.621154297794945,32.1398219642361
ENSMUSG00000000441,Raf1,568.6683753410155,423.0649209141892,404.0060051069985,597.7116200778681,392.3375851982767,479.080084936274
ENSMUSG00000000486,Sept1,100.09996219744197,253.0408330816835,243.33786766071646,189.19834821217074,162.34605436469232,186.00171864267742
ENSMUSG00000000489,Pdgfb,25.429163640028808,19.90759712382942,12.244208950488233,114.33539955884488,66.02934382619291,118.28035749369286
ENSMUSG00000000530,Acvrl1,46.15801070010781,24.6765378498078,20.240631005949552,44.127185509979014,28.022129059028682,31.87976855266916
ENSMUSG00000000531,Grasp,12.701489376437877,10.52999259267131,8.630332079544635,20.046970382962733,17.613424134732444,22.85229067660179
ENSMUSG00000000532,Acvr1b,545.307226595199,726.4955273193835,751.9955156766375,726.4784725120311,727.0392453458168,763.0145846574609
ENSMUSG00000000538,Tom1l2,749.1277143355633,855.913175623447,872.8698967118374,1185.625381331623,994.6178862764291,999.6444370711448
ENSMUSG00000000544,Gpa33,1621.155097231087,2382.6873201865455,3038.3546301815013,1439.8988571010354,1733.9200464719183,1506.3822565282455
ENSMUSG00000000552,Zfp385a,1.815246820718166,1.755620598352284,4.317693514135878,5.72332556289078,7.925033816722355,2.076525472476017
ENSMUSG00000000555,Itga5,23.629726226320596,19.333977000368172,27.397309237300203,8.563767268333997,14.96332729334397,8.293736182531523
ENSMUSG00000000560,Gabra2,0,0,0,0,0,0
ENSMUSG00000000561,Wdr77,204.0041689057768,176.4520542191295,172.68086315834466,145.7920299378807,165.63693490960875,116.60528796154391
ENSMUSG00000000562,Adora3,0,0,2.1692172571385844,0.9663684728532029,2.5624298057446793,2.0926323306732955
ENSMUSG00000000563,Atp5f1,1012.0805005889123,1114.752858511026,1180.225579155606,908.6245750673676,743.2937627396587,1021.4278008656306
ENSMUSG00000000567,Sox9,207.19743041039052,134.7424168926195,113.18087073828956,128.4761506675158,207.73150834923604,175.22131576198885
ENSMUSG00000000568,Hnrnpd,204.11443805759382,304.56860450737037,354.99442839483027,144.4154396603126,224.75635600136263,183.12304385607874
ENSMUSG00000000579,Dynlt1c,33.79553672228576,41.65045868886125,48.285494597527766,48.24040940422654,52.972203984895856,41.79485848673298
ENSMUSG00000000581,C1d,65.34589134401894,58.04496656966857,70.8347099140629,34.769442537438394,28.265553728799482,24.270673674326467
ENSMUSG00000000594,Gm2a,21.810193041230043,69.12854733691492,47.579024785913,42.82561209251808,67.77686623448176,81.90845234076502
ENSMUSG00000000600,Krit1,117.02916729310466,141.2210341903027,213.327166798803,121.804750693475,147.14337434492376,102.91737766178844
ENSMUSG00000000605,Clcn4,514.7906960874824,320.0473561051121,490.5386275373394,329.36310071080106,314.6324258300671,322.491014860165
ENSMUSG00000000606,Vmn2r88,0,0,0,0,0,0
ENSMUSG00000000617,Grm6,0,0,0,2.5866861202771263,0.4842900847156664,0
ENSMUSG00000000627,Sema4f,9.870715896526606,3.6246345713781647,3.9406042308779337,3.211577328940052,4.811641011667446,1.6193520498008738
ENSMUSG00000000628,Hk2,331.56199586544454,236.95651896602843,298.9067001260954,118.17106420461263,307.810472038083,130.46009433081505
ENSMUSG00000000631,Myo18a,4319.604278527051,3692.9123213885932,3849.791287508787,4465.498667679989,3885.8545379878565,3217.7795541304054
ENSMUSG00000000632,Sez6,0,0,0.7782841409596108,0,0.7078739532263465,2.3883411866567257
ENSMUSG00000000673,Haao,1.810098976011687,4.08645998210805,1.4334452823103057,2.876793936088461,2.643972853732433,4.166226128623198
ENSMUSG00000000682,Cd52,5.387716384726534,25.0647388691369,9.830898177123274,10.11069809183792,11.087061265698681,11.474010422275521
ENSMUSG00000000686,Abhd15,16.733334700733444,40.27897503892578,31.36692488946161,39.52352430364446,49.9457691281381,50.343467348452194
ENSMUSG00000000690,Hoxb6,21.73196517361554,2.3361167088579773,4.303357717916208,10.059499361746582,11.455504300411326,9.368818486185072
ENSMUSG00000000693,Loxl3,9.993309030701678,4.799695746283364,5.19432036961146,9.189835824200783,14.730054553905019,18.31706633667986
ENSMUSG00000000701,Tcl1b5,0,0,0,0,0,0
ENSMUSG00000000706,Btn1a1,0,0,0,0,1.7596663366788072,0
ENSMUSG00000000708,Kat2b,416.7741712421795,243.95397267185874,286.85216309856406,264.56236991184414,272.743425253139,332.97441480661445
ENSMUSG00000000711,Rab5b,156.23455643315984,213.7454442186366,240.6214312426739,172.87721477440698,181.35095590776524,232.36596364142207
ENSMUSG00000000724,Cryba1,6.951740874975971,3.738942839373325,0.8900435436040544,0,0,0
ENSMUSG00000000730,Dnmt3l,0,0,0,0,0,0
ENSMUSG00000000731,Aire,0,0.35673027560064996,0,3.482641171417682,15.39454080768389,7.635789423643684
ENSMUSG00000000732,Icosl,29.05811286083668,32.19986024956101,33.12525198316751,74.33597879332814,78.35798044457898,77.82734862344299
ENSMUSG00000000738,Spg7,541.8827179667201,572.9875162309107,611.33716574129,729.1333010662112,662.1849090033072,698.3403050226401
ENSMUSG00000000739,Sult5a1,0,0,0,1.423799971858534,0,0
ENSMUSG00000000740,Rpl13,2029.4290690110495,1933.7013770839737,1250.2718194452996,1321.9023029404734,1666.9462475531718,1978.3518158287218
ENSMUSG00000000743,Chmp1a,1289.5403042331586,930.9739182043066,1034.574548397858,1439.2927723605856,1063.8239329566027,1050.5092791396123
ENSMUSG00000000751,Rpa1,121.38827753807922,180.8234271205857,162.77362421330517,149.65743100267912,147.14110370387743,187.47662228567626
ENSMUSG00000000753,Serpinf1,1.0715985108343338,0,0,1.7118659732958084,0.7944705413075943,3.2389773898793917
ENSMUSG00000000759,Tubgcp3,246.7537508192074,135.1210506673927,164.51959720639462,220.1687807523029,236.6954767761512,242.00807121002458
ENSMUSG00000000766,Oprm1,0,4.407652643575818,3.364364973101717,0,0,0
ENSMUSG00000000776,Polr3d,118.22982134869476,78.87349809991446,104.5668214999358,138.79374305198596,163.73457458369975,118.27309673813593
ENSMUSG00000000782,Tcf7,16.49629421861578,22.429834008331532,16.57863331454838,15.8663234295346,11.57313885459908,26.0510209236607
ENSMUSG00000000787,Ddx3x,635.5583336833337,833.2184412475061,1068.459209727758,680.4394022256871,600.2329195204887,641.9710222534086
ENSMUSG00000000791,Il12rb1,16.346753627405864,62.64851657946752,43.212729458254515,44.30781135382432,61.62804745134073,59.14246383111179
ENSMUSG00000000792,Slc5a5,3.633241899783253,0,2.1610495319851393,1.42936012508317,4.402523821027156,0
ENSMUSG00000000794,Kcnn3,0,0,0,0,0,0
ENSMUSG00000000804,Usp32,181.43160157229005,246.6472576910704,236.4146103682897,385.60202345905367,133.7321225919357,169.56869941374214
ENSMUSG00000000805,Car4,270.6119794029371,784.7043424916202,752.9718191585317,45.086145208882215,55.70522702691556,38.176048035745914
ENSMUSG00000000811,Txnrd3,47.042650263124834,18.66415001911282,33.71959613411964,26.22429871039168,35.082172185417264,36.178370695130965
ENSMUSG00000000817,Fasl,9.067219983368085,20.51822984765652,30.186885109993185,24.338052266556858,6.162211589066518,32.19150074456926
ENSMUSG00000000823,Zfp512b,164.32776645104929,137.08424761881133,98.28254980560655,135.19600057535138,137.14960647153458,211.28538716410247
ENSMUSG00000000826,Dnajc5,667.2534609598463,624.8604569226438,944.1116483187554,512.1490893374594,511.44005270632096,469.5506587437836
ENSMUSG00000000827,Tpd52l2,220.23597858250167,152.47560233968144,243.2423989434616,242.73402435204738,187.87658331900823,187.88481611743416
ENSMUSG00000000838,Fmr1,85.95410835555553,133.70790753684952,205.31243687255343,91.80027918197621,142.39205933756958,129.32839911642122
ENSMUSG00000000861,Bcl11a,87.04084852001606,53.81565204560543,58.03984185009188,58.63054864894065,90.9480261050793,96.76956538946914
ENSMUSG00000000869,Il4,0,0.5865439418506705,0,0,0,0
ENSMUSG00000000876,Pxmp4,13.478086091119811,59.353717054702486,57.07875641187867,59.671159180975806,35.11855525558666,65.45533779212776
ENSMUSG00000000881,Dlg3,397.3509756816152,577.5872736271903,638.025471284818,337.6190519220978,320.8287179837447,293.53978259799794
ENSMUSG00000000884,Gnb1l,5.40615561862628,38.5729736567467,18.733790945246177,13.676439470208782,17.023685386517815,16.904461001775562
ENSMUSG00000000889,Dbh,0,0,0,0,0,0
ENSMUSG00000000901,Mmp11,0,5.580231274250379,2.456443415537751,2.6067205710586965,1.6042130432691812,0
ENSMUSG00000000902,Smarcb1,272.7552176448047,293.33652854909656,239.2429131012383,271.7083902929021,305.30653271676914,331.0125966962636
ENSMUSG00000000903,Vpreb3,0,0,0,0,0,0
ENSMUSG00000000915,Hip1r,2361.6188050743913,1564.3693693947282,1111.8439585477154,2204.646041108549,1995.2663393483547,2035.5911352219498
ENSMUSG00000000916,Nsun5,110.32798216547064,82.3582600555297,43.04048262063702,69.20892088434526,88.85217306428805,77.97481920791779
ENSMUSG00000000934,Top1mt,32.654415270237216,36.26371736375058,35.94946757020073,22.91936197516426,45.7977322840565,30.130221900107717
ENSMUSG00000000938,Hoxa10,0,0,0,0,0,0
ENSMUSG00000000942,Hoxa4,0,0,4.309405307852544,0,1.7618387197792145,2.0796403492041335
ENSMUSG00000000948,Gm38393,3.533343500938489,11.472368627634607,11.211300479288736,6.939356263238787,5.134055885107248,8.063719629309146
ENSMUSG00000000957,Mmp14,84.699827282337,96.06136881570684,77.7575079623873,75.70846268429608,89.57549378697883,46.73898495620862
ENSMUSG00000000958,Slc7a7,695.3561049048898,709.9472191026523,642.1319991269492,911.1109706272587,492.1577303451359,674.5915968661086
ENSMUSG00000000959,Oxa1l,110.99103064939322,180.98107905238487,93.0140131749363,129.57956611674823,143.50734737356385,152.88466582659393
ENSMUSG00000000976,Heatr6,416.41503955461457,229.47970630942933,334.714819387077,270.06953073360364,311.3939644259637,244.12338411350342
ENSMUSG00000000982,Ccl3,0,2.9014956612030045,0.7106396844924939,1.4478190450398492,0.8807623066545679,1.0448059484622263
ENSMUSG00000000983,Wfdc18,0,0,0,0,0,0
ENSMUSG00000001014,Icam4,0,3.489745783968406,0,0,2.6420478169297805,1.0429349304430329
ENSMUSG00000001016,Ilf2,99.80312879070284,117.31510395094264,181.74460414185407,76.58558763640208,108.06494282067996,111.37714510952209
ENSMUSG00000001017,Chtop,568.4745805118637,390.0082262346402,345.4880949542161,400.1617378182701,414.87436594775335,328.94969578616485
ENSMUSG00000001018,Snapin,20.42166256023647,17.2933784089636,19.633795579212862,28.00867731842781,17.12543547843551,21.751339374781736
ENSMUSG00000001020,S100a4,0,0,0,0,0.8798331683394036,0
ENSMUSG00000001021,S100a3,0,0,0,0,0.8798331683394028,0
ENSMUSG00000001023,S100a5,0,0,0,1.4237999718585348,0,0
ENSMUSG00000001025,S100a6,41.81594293533506,40.03170912004231,25.7357341239661,59.72502002089751,43.896048712236926,82.20174793969784
ENSMUSG00000001027,Scn4a,0,0.5862479693417203,0,0,0.8802773599509899,0
ENSMUSG00000001029,Icam2,0.8633652518177429,1.838837888746079,0,0,2.9405341262997267,1.6662298383140697
ENSMUSG00000001034,Mapk7,127.49038605335788,74.24290285212211,43.401209688931424,100.36165261315331,105.49096170344687,98.11887226844452
ENSMUSG00000001036,Epn2,40.584704579160835,22.78657804612472,38.102076910827115,50.08992659508527,47.27935890917423,20.546168142169257
ENSMUSG00000001039,B9d1,4.023345719453988,3.9950848631330413,2.6334643260882857,3.356574340320981,3.1880519571180774,3.090762069032856
ENSMUSG00000001052,Sec24b,68.11044942206071,166.19106111125836,139.59596113138906,106.61831910451082,135.34023223864432,125.00602229169156
ENSMUSG00000001053,N4bp3,52.71040295008985,44.28687711111348,38.04600486195254,41.24977867686279,58.395964612644676,51.88630435611777
ENSMUSG00000001054,Rmnd5b,134.56191315885818,82.78185659072209,88.66938715766537,88.16470010225363,112.56593605327981,86.55423855586446
ENSMUSG00000001056,Nhp2,105.57882272665194,152.27706236193876,183.46712536529594,83.00987155501068,105.44905101594529,125.44069522601411
ENSMUSG00000001062,Vps9d1,82.43112118683132,92.59318239661243,58.08994927384104,112.0928511189319,122.20913891568432,112.12693884828684
ENSMUSG00000001065,Zfp276,560.3132906841315,304.1859161537947,242.12021873809815,434.8404470517551,479.0454451966663,456.2908946928483
ENSMUSG00000001076,C1ql4,0,0,0,2.8659944977190017,2.622057824603814,2.070766965122947
ENSMUSG00000001082,Mfsd10,104.90423279590067,88.19247526875887,52.84773793612764,111.1351590449343,106.89810164456996,97.07807090070855
ENSMUSG00000001089,Luzp1,688.9357904477315,1022.8555792311407,1156.4534901520378,553.8201749332129,616.0483282531936,576.1524280956525
ENSMUSG00000001095,Slc13a2,355.84060555665195,1020.1441976786998,1114.9169738279736,612.2291061420475,522.1480226001438,350.87532899096124
ENSMUSG00000001098,Kctd10,533.5514839705993,386.84338263418056,491.9547223830285,393.9067078093193,429.49003313476624,398.58554050230316
ENSMUSG00000001100,Poldip2,234.05623120466342,169.48020719853392,123.0963096096349,312.6725473167432,243.05973625811987,311.545152967662
ENSMUSG00000001103,Sebox,0,0,1.4326665133438838,1.435739775513255,0,0
ENSMUSG00000001105,Ift20,302.2159077408009,277.8771176537051,347.93067717442517,179.13297912290608,237.11298366280383,161.29610655738722
ENSMUSG00000001119,Col6a1,46.02810170279511,18.031139159653574,10.404226716888237,131.50080285052024,62.61991352518387,60.836251234572565
ENSMUSG00000001120,Pcbp3,0.8462768039063342,3.7174730221572765,0.7927977818272534,2.444167415341528,2.4644549049108146,7.98742385932
ENSMUSG00000001123,Lgals9,918.6588452674708,1216.6816011156452,1158.8189095938155,780.2265531542753,889.5706334131673,1236.5241239341485
ENSMUSG00000001127,Araf,358.4225136281954,342.4672761648359,342.29985425447853,494.10655359863733,392.19523037328565,423.15352155639766
ENSMUSG00000001128,Cfp,12.691103450222009,12.276358424921659,4.310158788748798,12.906920810676434,14.094281387121248,17.674706111277718
ENSMUSG00000001131,Timp1,0,0,0,1.4285629794851922,0,1.0317343210290721
ENSMUSG00000001134,Uxt,6.21666327322611,18.528267859311264,12.337351590632856,8.390268658110326,14.734039343789293,7.044797302484662
ENSMUSG00000001138,Cnnm3,335.67451192765503,191.86715895754202,189.42870500271206,289.83100260934486,239.5257210576582,342.24123106393955
ENSMUSG00000001143,Lman2l,96.68812512651084,128.91224983501283,118.27693285483254,85.3909171071297,122.46626740692258,95.81501884728542
ENSMUSG00000001150,Mcm3ap,323.68469372842543,328.2129313459143,347.7259069612457,370.80085699762924,414.51677679061856,354.38692256494505
ENSMUSG00000001151,Pcnt,1033.1934520325074,766.8103944972879,788.8542072825014,738.3361840314843,870.3154178920498,915.7087108680279
ENSMUSG00000001155,Ftcd,0,0,0,0,0.8798331683394031,0
ENSMUSG00000001156,Mxd1,3020.713118217371,2378.592494692845,3536.141372657796,963.7187709129852,1023.0032380411469,719.2569561479443
ENSMUSG00000001157,Gmcl1,261.21717347753855,141.00143516245308,130.24201378246767,153.91470913305204,71.01010325297804,175.58236815721625
ENSMUSG00000001158,Snrnp27,75.39205810000267,59.295109402894894,100.04094058563919,55.56725424635928,40.498281436592336,42.813268742249875
ENSMUSG00000001166,Oas1c,4.394005357587912,5.034449257913786,1.9048454939560517,0.9468641248988001,4.303103705346825,9.086211013676872
ENSMUSG00000001168,Oas1h,1.811420946917253,1.1681203009476975,0,1.4321222611683166,0.8799160308729008,5.1919422214737185
ENSMUSG00000001173,Ocrl,25.3362242592989,27.920487992046912,27.475453280780847,30.19085205789721,58.646283165564924,22.624893323253495
ENSMUSG00000001175,Calm1,4596.1590780333945,5271.4269397396865,5246.5177981998795,4154.400182129443,4744.7091166588025,4339.7930842470105
ENSMUSG00000001211,Agpat3,801.9446544251678,969.7203087887405,847.7617613302301,1456.109726277161,1235.3381881287519,1352.488130830825
ENSMUSG00000001225,Slc26a3,210.35854703935385,332.6795240671958,363.0271623350179,409.4456882980442,356.82122019589127,532.9409130827863
ENSMUSG00000001227,Sema6b,96.8550017568921,75.6477322003255,52.28023672020878,129.098596809298,144.31105443266003,129.8180741500561
ENSMUSG00000001228,Uhrf1,291.9718278081798,265.3026476684864,309.07973563077957,220.4898138018639,347.3801273675066,190.91518613374035
ENSMUSG00000001229,Dpp9,161.71611241809242,267.6658032803976,203.21569670368126,231.3718284515172,250.88302191080749,274.8374307212698
ENSMUSG00000001240,Ramp2,0,0,0,0,0,2.0703715196208266
ENSMUSG00000001247,Lsr,1332.1192646834604,984.5977189021893,937.2775832916017,1040.9359866363484,960.8710107300658,900.0250257277627
ENSMUSG00000001248,Gramd1a,147.47437919910422,304.11094254582014,183.67626575550827,289.0255716303791,215.3927994584569,265.91972275111516
ENSMUSG00000001249,Hpn,8.532517603144614,5.543643417364931,2.462902724687644,34.04237937598785,38.382993628069,29.798510431655835
ENSMUSG00000001260,Gabrg1,0,0,0,0,0,0
ENSMUSG00000001270,Ckb,1143.4533173910586,1616.2926111584322,1040.1819063896976,1185.6441119671597,866.0470575489447,1242.0647928121741
ENSMUSG00000001280,Sp1,282.95781754644696,283.27469917552344,419.1628993383579,223.4978040433486,308.2429186693642,226.84356802330296
ENSMUSG00000001281,Itgb7,191.51661352436474,425.8212754015589,294.51773200045903,229.69340282724133,291.5741418248572,317.992731070604
ENSMUSG00000001285,Myg1,73.41830735989855,86.30527063262151,85.36024879469583,102.55841101518519,117.88363887894367,121.26622925709466
ENSMUSG00000001288,Rarg,34.976428894531615,21.6905535154795,15.66460359057618,21.025091209815994,46.82504801442791,21.36636206051556
ENSMUSG00000001289,Pfdn5,141.89013796114534,199.35338981885747,215.41217110219677,154.9793535651275,200.17118975431865,158.55808974354937
ENSMUSG00000001300,Efnb2,1200.3746231652758,665.7423870073688,385.168355460607,1068.4113086986972,774.7012119004784,1053.6051033506947
ENSMUSG00000001305,Rrp15,127.92552840854177,93.80849582205612,120.21832121192384,49.89272766398885,109.69798480182772,69.31359882108957
ENSMUSG00000001313,Rnd2,132.51216828054748,98.85698141910021,152.4700583673076,317.19088078772097,183.4713407614883,240.4623748027556
ENSMUSG00000001323,Srr,43.78244486934562,53.84409368729818,80.91021524544709,63.99401368732152,92.74627409256072,57.871633675006365
ENSMUSG00000001333,Sync,24.491340784448976,11.843304277447999,18.031425810875888,28.865808289191378,19.655935661833052,9.273212592848381
